ITEM_TYPE,ITEMS,Brand Name,Dealer Name,Sales Units,Net Sales $,Net Cost $,SOP $,SOP Units,Net Receipt $,Net Receipt Units,RC $,RC Units,Average Inventory value,Average Inventory Units,Tax Percent %,Gross Receipt $,Gross Receipt Units,Avg item price,Fashion-Style Number,Inventory Weeks,Fashion-Style Count 
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$2,175 ",8,($118),-1,$0 ,0,"$1,453 ",6,0.00%,$0 ,0,150,7,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$1,512 ",6,$0 ,0,$0 ,0,"$1,338 ",5,0.00%,$0 ,0,32,2,13,10
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$1,050 ",3,($350),-1,$0 ,0,$727 ,2,0.00%,$0 ,0,133,3,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$17 ,1,$0 ,0,$0 ,0,$17 ,1,0.00%,$0 ,0,85,1,7,7
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,($200),$0 ,"$11,745 ",52,"($5,663)",-25,$0 ,0,"$8,265 ",35,0.00%,$0 ,0,135,17,13,4
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$21 ,2,$0 ,0,$0 ,0,$19 ,2,0.00%,$0 ,0,95,2,7,5
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$73 ,2,($37),-1,$0 ,0,$59 ,2,0.00%,$0 ,0,148,1,13,6
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$143 ,2,$0 ,0,$0 ,0,$139 ,2,0.00%,$0 ,0,118,2,13,2
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$6 ,1,$0 ,0,$0 ,0,$6 ,1,0.00%,$0 ,0,154,1,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$27 ,1,($27),-1,$0 ,0,$27 ,1,0.00%,$0 ,0,94,1,9,6
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$329 ,1,$0 ,0,$0 ,0,$329 ,1,0.00%,$0 ,0,130,1,13,13
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$96 ,16,($6),-1,$0 ,0,$67 ,11,0.00%,$0 ,0,67,1,13,9
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$1,122 ",7,($331),-2,$0 ,0,"$1,131 ",7,0.00%,$0 ,0,38,4,13,4
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$756 ,3,$0 ,0,$0 ,0,$504 ,2,0.00%,$0 ,0,128,2,12,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$1,130 ",122,($195),-24,$0 ,0,$728 ,75,0.00%,$0 ,0,50,9,13,8
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$811 ,61,($213),-16,$0 ,0,$462 ,35,0.00%,$0 ,0,149,1,13,4
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$3,327 ",25,($679),-5,$0 ,0,"$3,108 ",23,0.00%,$0 ,0,96,12,13,8
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$1,581 ",8,"($1,325)",-4,$0 ,0,"$1,077 ",6,0.00%,$0 ,0,90,4,13,4
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$850 ,6,($95),-1,$0 ,0,$740 ,5,0.00%,$0 ,0,159,6,13,5
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$827 ,4,$0 ,0,$0 ,0,$827 ,4,0.00%,$0 ,0,125,1,13,8
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$55 ,1,$0 ,0,$0 ,0,$55 ,1,0.00%,$0 ,0,108,1,6,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$409 ,3,$0 ,0,$0 ,0,$177 ,1,0.00%,$0 ,0,97,3,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$2,480 ",117,($185),-9,$0 ,0,"$1,914 ",90,0.00%,$0 ,0,174,33,13,285
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$3,866 ",62,($500),-8,$0 ,0,"$2,590 ",42,0.00%,$0 ,0,104,3,13,14
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$2,164 ",47,($134),-3,$0 ,0,"$1,797 ",39,0.00%,$0 ,0,110,6,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$1,523 ",39,($193),-5,$0 ,0,"$1,158 ",30,0.00%,$0 ,0,172,12,13,7
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$144 ,15,$0 ,0,$0 ,0,$119 ,12,0.00%,$0 ,0,66,3,13,2
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$130 ,4,($130),-4,$0 ,0,$130 ,4,0.00%,$0 ,0,137,1,9,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$359 ,1,$0 ,0,$0 ,0,$359 ,1,0.00%,$0 ,0,102,1,12,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$91 ,5,($18),-1,$0 ,0,$67 ,4,0.00%,$0 ,0,93,1,13,6
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$303 ,8,($43),-1,$0 ,0,$160 ,4,0.00%,$0 ,0,72,7,13,8
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$132 ,2,$0 ,0,$0 ,0,$108 ,2,0.00%,$0 ,0,146,1,11,7
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$30 ,1,$0 ,0,$0 ,0,$30 ,1,0.00%,$0 ,0,63,1,7,2
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$11,866 ",994,($23),-3,$0 ,0,"$8,451 ",711,0.00%,$0 ,0,125,6,13,3
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$14,700 ",168,"($4,500)",-50,$0 ,0,"$11,485 ",132,0.00%,$0 ,0,50,153,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$1,528 ",144,($47),-4,$0 ,0,"$1,120 ",106,0.00%,$0 ,0,42,9,13,17
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$268 ,31,$0 ,0,$0 ,0,$244 ,28,0.00%,$0 ,0,147,13,13,2
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$756 ,3,($252),-1,$0 ,0,$698 ,3,0.00%,$0 ,0,58,2,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$40 ,1,$0 ,0,$0 ,0,$40 ,1,0.00%,$0 ,0,75,1,11,2
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$5,678 ",45,$0 ,0,$0 ,0,"$5,045 ",40,0.00%,$0 ,0,126,12,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$660 ,24,($28),-1,$0 ,0,$495 ,18,0.00%,$0 ,0,51,4,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$195 ,8,($25),-1,$0 ,0,$153 ,6,0.00%,$0 ,0,114,3,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$118 ,5,$0 ,0,$0 ,0,$109 ,5,0.00%,$0 ,0,135,3,13,1
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$1,320 ",4,($330),-1,$0 ,0,"$1,066 ",3,0.00%,$0 ,0,130,4,13,4
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,$132 ,3,($42),-1,$0 ,0,$80 ,2,0.00%,$0 ,0,49,3,13,2
201M,MENS_FASHION,JACKIE JEANS,STOP STORE,0,$0 ,$0 ,"$2,830 ",55,($311),-6,$0 ,0,"$2,303 ",45,0.00%,$0 ,0,39,22,13,9
203A,ACCESSORIES,BLUES,STOP STORE,1,$30 ,$12 ,$385 ,194442,$0 ,0,$0 ,0,686291,580,25%,$0 ,0,$12.40 ,1,0,1
203A,ACCESSORIES,BLUES,STOP STORE,42,$663 ,$394 ,($120),-13,$0 ,0,$0 ,0,224289,1100,0.00%,$0 ,0,$9.40 ,1,0,12
203A,ACCESSORIES,BLUES,STOP STORE,5,$96 ,$33 ,$7 ,1,$0 ,0,$0 ,0,($111),-17,100.00%,$0 ,0,$6.50 ,3,1,4
203A,ACCESSORIES,BLUES,STOP STORE,1,$20 ,$10 ,$50 ,5,$0 ,0,$0 ,0,$40 ,4,20.00%,$0 ,0,$10.00 ,1,13,6
203A,ACCESSORIES,BLUES,STOP STORE,118,"$2,838 ","$2,575 ","($2,197)",-105,$0 ,0,$0 ,0,"($23,607)","-1,077",0.00%,$0 ,0,$21.80 ,1,2,1
203A,ACCESSORIES,BLUES,STOP STORE,8,$208 ,$128 ,"$1,712 ",96,$153 ,10,$0 ,0,"$1,096 ",60,7.50%,$176 ,11,$16.00 ,52,19,1
203A,ACCESSORIES,BLUES,STOP STORE,2,$52 ,$42 ,"$1,410 ",114570,$0 ,0,$0 ,0,920982,1754,25%,$0 ,0,$21.10 ,1,0,3
203A,ACCESSORIES,BLUES,STOP STORE,8,$208 ,$104 ,($77),-6,$0 ,0,$0 ,0,790494,2061,0.00%,$0 ,0,$13.00 ,1,0,33
203A,ACCESSORIES,BLUES,STOP STORE,22,$596 ,$240 ,"$1,726 ",243491,$240 ,22,$0 ,0,90330,774,100.00%,$240 ,22,$10.90 ,2,0,3
203A,ACCESSORIES,BLUES,STOP STORE,2,$60 ,$36 ,$910 ,77,($43),-2,$0 ,0,"$3,897 ",68,2.60%,$0 ,0,$18.00 ,24,13,6
203A,ACCESSORIES,BLUES,STOP STORE,2,$62 ,$55 ,"$1,568 ",12,$0 ,0,$0 ,0,$143 ,7,16.70%,$0 ,0,$27.30 ,7,15,12
203A,ACCESSORIES,BLUES,STOP STORE,3,$338 ,$58 ,"$4,200 ",197439,"$1,440 ",75,$0 ,0,"$1,008 ",53,4.00%,"$1,440 ",75,$19.20 ,1,2,3
203A,ACCESSORIES,BLUES,STOP STORE,6,$243 ,$154 ,($31),-1,$0 ,0,$0 ,0,858487,2295,0.00%,$0 ,0,$25.70 ,1,0,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,2,$85 ,$44 ,$385 ,130701,$44 ,2,$0 ,0,714807,1018,100.00%,$44 ,2,$22.00 ,2,0,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,22,$944 ,$550 ,"$1,726 ",11943,$550 ,22,$0 ,0,80478,2409,100.00%,$550 ,22,$25.00 ,14,0,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,1,$45 ,$23 ,"$1,568 ",6,$0 ,0,$0 ,0,$102 ,5,16.70%,$0 ,0,$22.50 ,2,13,7
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,1,$48 ,$30 ,$770 ,47,$0 ,0,$0 ,0,"$1,274 ",42,2.10%,$0 ,0,$30.00 ,25,13,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,2,$330 ,$54 ,$254 ,6,$0 ,0,$0 ,0,$219 ,5,33.30%,$0 ,0,$26.90 ,5,13,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,44,"$2,604 ","$1,492 ",($397),-11,$0 ,0,$0 ,0,"($1,102)",-31,0.00%,$0 ,0,$33.90 ,1,11,6
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,10,$630 ,$338 ,"$1,726 ",113384,$338 ,10,$0 ,0,666824,884,100.00%,$338 ,10,$33.80 ,1,0,153
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,3,$392 ,$103 ,$840 ,19,$0 ,0,$0 ,0,$608 ,14,15.80%,$0 ,0,$34.30 ,14,16,9
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,3,$208 ,$120 ,"$7,480 ",187,$0 ,0,$0 ,0,"$5,886 ",147,1.60%,$0 ,0,$40.00 ,44,13,13
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,1,$70 ,$36 ,"$3,318 ",83,$0 ,0,$0 ,0,"$2,911 ",73,1.20%,$0 ,0,$36.20 ,14,13,2
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,2,$360 ,$87 ,"$10,995 ",256,$0 ,0,$0 ,0,"$8,445 ",197,0.80%,$0 ,0,$43.50 ,84,15,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,2,$365 ,$127 ,"$4,591 ",96,$0 ,0,$0 ,0,"$3,917 ",83,2.10%,$0 ,0,$63.50 ,28,13,12
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,2,$373 ,$50 ,123,171306,$0 ,0,$0 ,0,401423,2192,25%,$0 ,0,$24.80 ,1,0,4
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,7,$632 ,$499 ,"$8,212 ",108,$0 ,0,$0 ,0,"$6,124 ",81,6.50%,$0 ,0,$71.30 ,64,15,3
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,1,$98 ,$47 ,$113 ,3,$0 ,0,$0 ,0,$80 ,2,33.30%,$0 ,0,$46.90 ,4,13,3
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,1,$300 ,$59 ,"$1,171 ",20,$0 ,0,$0 ,0,$837 ,14,5.00%,$0 ,0,$58.80 ,9,13,4
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,33,"$3,573 ","$2,567 ","$9,553 ",240,"$8,053 ",97,$0 ,0,"$7,319 ",172,9.70%,"$8,236 ",100,$77.80 ,12,18,3
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,1,$320 ,$60 ,"$2,027 ",1,$0 ,0,$0 ,0,$56 ,1,100.00%,$0 ,0,$60.30 ,2,13,22
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,5,$605 ,$465 ,"$13,503 ",148,($322),-4,$0 ,0,"$7,060 ",78,3.40%,$0 ,0,$93.00 ,50,21,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,5,$637 ,$275 ,"$1,117 ",26,$0 ,0,$0 ,0,$826 ,20,19.20%,$0 ,0,$55.00 ,14,13,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,50,"$7,345 ","$4,781 ",($603),-6,$0 ,0,$0 ,0,"($2,632)",-28,0.00%,$0 ,0,$95.60 ,1,11,3
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,11,"$3,605 ","$2,462 ",$217 ,1,$0 ,0,$0 ,0,"($1,711)",-8,100.00%,$0 ,0,$223.80 ,1,11,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,2,$535 ,"$1,133 ",$571 ,1,$0 ,0,$0 ,0,$343 ,1,100.00%,$0 ,0,$566.30 ,1,11,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,1,$360 ,$245 ,"$1,726 ",231378,$736 ,3,$0 ,0,$429 ,2,33.30%,$735 ,3,$245.30 ,1,4,52
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,2,$855 ,$532 ,"$1,659 ",12,$274 ,1,$0 ,0,"$1,352 ",10,15.40%,$274 ,1,$266.00 ,12,13,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,3,"$3,833 ","$1,484 ","$8,847 ",18,$0 ,0,$0 ,0,"$6,480 ",13,16.70%,$0 ,0,$494.80 ,3,15,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,2,"$2,762 ","$1,845 ","$3,690 ",4,"$1,845 ",2,$0 ,0,"$1,793 ",2,33.30%,"$3,020 ",2,$922.50 ,3,20,2
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,94,"$562,408 ","$402,650 ","$355,681 ",115,"$402,650 ",94,$0 ,0,"$364,556 ",93,33.10%,"$803,500 ",169,"$4,283.50 ",285,28,24
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,0,$50 ,$0 ,"$7,410 ",88,$0 ,0,$0 ,0,"$6,151 ",73,0.00%,$0 ,0,49,13,13,7
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,43,"$4,343 ","$1,935 ","$2,979 ",65,$0 ,0,$0 ,0,"$1,225 ",27,66.20%,$0 ,0,$45.00 ,11,22,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,13,"$3,409 ",$762 ,"$30,479 ",511,($59),-1,$0 ,0,"$19,085 ",320,2.50%,$0 ,0,$58.60 ,23,17,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,425,"$36,666 ","$21,453 ","($17,530)",-349,$0 ,0,$0 ,0,"($33,771)",-669,0.00%,$0 ,0,$50.50 ,1,13,2
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,75,$936 ,$750 ,"$1,726 ",185494,$980 ,98,$0 ,0,$364 ,36,78.10%,$960 ,96,$10.00 ,1,22,14
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,131,"$7,065 ","$3,725 ",$132 ,3,"$4,080 ",144,$0 ,0,$99 ,2,94.20%,"$3,858 ",136,$28.40 ,29,20,2
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,164,"$9,323 ","$4,965 ","$24,803 ",826,$60 ,2,$0 ,0,"$8,184 ",273,19.90%,$0 ,0,$30.30 ,49,24,25
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,10,$726 ,$396 ,"$7,313 ",170,$0 ,0,$0 ,0,"$4,099 ",95,5.90%,$0 ,0,$39.60 ,56,20,5
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,125,"$34,006 ","$8,000 ","$16,192 ",253,$192 ,3,$0 ,0,"$6,002 ",94,49.40%,$0 ,0,$64.00 ,45,28,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,28,"$3,785 ","$1,982 ",$72 ,1,"$2,197 ",31,$0 ,0,$64 ,1,90.30%,"$2,113 ",30,$70.80 ,11,16,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,15,"$30,320 ","$6,581 ",1141,158814,"$25,757 ",64,$0 ,0,"$10,335 ",26,25.90%,"$23,199 ",58,$438.70 ,20,9,14
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,11,"$4,343 ","$3,271 ","$42,331 ",99,$0 ,0,$0 ,0,"$28,997 ",66,11.10%,$0 ,0,$297.30 ,25,16,44
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,8,$393 ,$176 ,$528 ,24,$0 ,0,$0 ,0,$356 ,16,33.30%,$0 ,0,$22.00 ,13,15,14
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,361,"$36,792 ","$9,876 ","$4,071 ",21,"$9,931 ",363,$0 ,0,"$16,077 ",576,20.90%,"$42,685 ","1,709",$27.40 ,64,26,84
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,493,"$42,688 ","$19,334 ","$19,950 ",303,"$26,825 ",744,$0 ,0,"$16,045 ",352,46.80%,"$27,034 ",750,$39.20 ,145,30,28
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,188,"$26,680 ","$12,220 ","$22,300 ",343,$0 ,0,$0 ,0,"$6,603 ",102,54.80%,$0 ,0,$65.00 ,42,29,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,85,"$32,262 ","$6,411 ",$818 ,6,"$52,364 ",684,$0 ,0,"$7,353 ",94,12.20%,"$52,734 ",690,$75.40 ,34,28,64
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,591,"$26,357 ","$14,586 ","$10,787 ",84,"$14,843 ",595,$0 ,0,"$12,804 ",572,29.80%,"$29,239 ","1,896",$24.70 ,44,29,4
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,617,"$77,340 ","$57,396 ","$81,785 ",899,"$48,839 ",520,$0 ,0,"$38,850 ",427,45.30%,"$43,883 ",463,$93.00 ,229,30,9
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,191,"$35,760 ","$19,758 ","$37,564 ",370,"$20,656 ",200,$0 ,0,"$19,812 ",189,41.00%,"$11,013 ",96,$103.40 ,27,29,12
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,49,"$69,499 ","$45,662 ","$11,643 ",10,"$45,693 ",50,$0 ,0,"$4,634 ",5,98.00%,"$39,645 ",40,$931.90 ,47,25,2
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,284,"$33,274 ","$6,503 ","$29,718 ","1,043",$143 ,6,$0 ,0,"$10,845 ",383,27.20%,$0 ,0,$22.90 ,64,30,50
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,19,"$2,630 ","$2,955 ",($426),-3,$0 ,0,$0 ,0,"($1,841)",-11,0.00%,$0 ,0,$155.50 ,1,17,14
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,149,"$43,392 ","$23,477 ","$37,609 ",235,"$25,207 ",159,$0 ,0,"$17,633 ",114,52.10%,"$7,323 ",51,$157.60 ,16,29,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,6,$363 ,$196 ,"$14,222 ",238,($132),-2,$0 ,0,"$12,064 ",197,2.50%,$0 ,0,$32.60 ,37,13,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,88,"$6,877 ","$2,985 ","$10,465 ",296,$5 ,0,$0 ,0,"$4,384 ",125,29.70%,$0 ,0,$33.90 ,85,26,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,35,"$3,588 ",$958 ,"$2,800 ",164,$869 ,28,$0 ,0,"$1,221 ",68,21.10%,$40 ,2,$27.40 ,21,29,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,200,"$9,333 ","$4,023 ","$20,712 ","1,012",$20 ,1,$0 ,0,"$8,359 ",410,19.80%,$0 ,0,$20.10 ,44,26,12
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,495,"$24,968 ","$12,436 ","$6,061 ",105,"$33,971 ","1,339",$0 ,0,"$6,280 ",183,35.00%,"$33,390 ","1,308",$25.10 ,81,30,3
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,3,$325 ,$105 ,$385 ,"1,248",$0 ,0,$0 ,0,"$10,909 ",312,0.20%,$0 ,0,$35.00 ,42,13,3
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,9,$866 ,$589 ,"$7,567 ",122,$509 ,6,$0 ,0,"$4,372 ",70,7.40%,$0 ,0,$65.50 ,32,20,285
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,267,"$30,556 ","$15,865 ","$7,452 ",112,"$26,500 ",452,$0 ,0,"$10,157 ",166,49.20%,"$25,139 ",431,$59.40 ,43,30,13
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,435,"$62,465 ","$36,845 ","$173,185 ","1,698","$130,823 ","1,630",$0 ,0,"$104,299 ","1,121",13.10%,"$131,133 ","1,634",$84.70 ,238,29,11
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,680,"$27,402 ","$15,348 ","$2,240 ",87,"$30,793 ","1,369",$0 ,0,"$8,529 ",378,46.70%,"$30,803 ","1,369",$22.60 ,16,20,23
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,188,"$22,984 ","$13,596 ","$16,984 ",242,"$45,443 ",606,$0 ,0,"$14,077 ",197,22.70%,"$43,884 ",585,$72.30 ,15,30,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,"1,150","$635,332 ","$371,471 ","$409,039 ",692,"$385,646 ","1,231",$0 ,0,"$354,860 ",816,29.40%,"$1,071,708 ","3,214",$323.00 ,685,30,1
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,556,"$34,278 ","$8,518 ","$20,500 ",958,"$6,034 ",403,$0 ,0,"$9,544 ",478,43.00%,"$4,020 ",334,$15.30 ,86,30,29
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,"$2,230 ",154,($484),-32,$0 ,0,"$1,412 ",97,0.00%,$0 ,0,69,20,13,49
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$723 ,16,($170),-4,$0 ,0,$520 ,12,0.00%,$0 ,0,149,6,13,56
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,"$1,512 ",6,$0 ,0,$0 ,0,"$1,415 ",6,0.00%,$0 ,0,43,3,13,45
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$40 ,2,$0 ,0,$0 ,0,$34 ,2,0.00%,$0 ,0,96,2,13,11
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$25 ,2,$0 ,0,$0 ,0,$16 ,1,0.00%,$0 ,0,176,2,13,20
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$30 ,1,$0 ,0,$0 ,0,$30 ,1,0.00%,$0 ,0,43,1,13,25
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,"$2,978 ",187,($112),-7,$0 ,0,"$2,192 ",139,0.00%,$0 ,0,46,22,13,13
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,"$8,128 ",20,$0 ,0,$0 ,0,"$7,552 ",19,0.00%,$0 ,0,67,12,13,64
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,"$3,182 ",12,($265),-1,$0 ,0,"$2,652 ",10,0.00%,$0 ,0,33,2,13,145
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$500 ,10,($350),-7,$0 ,0,$227 ,5,0.00%,$0 ,0,86,1,13,42
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$114 ,2,$0 ,0,$0 ,0,$114 ,2,0.00%,$0 ,0,120,2,13,34
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$301 ,3,$0 ,0,$0 ,0,$239 ,2,0.00%,$0 ,0,101,2,13,44
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$15 ,1,($15),-1,$0 ,0,$15 ,1,0.00%,$0 ,0,149,1,10,229
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$50 ,1,$0 ,0,$0 ,0,$50 ,1,0.00%,$0 ,0,51,1,11,27
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$785 ,17,($120),-3,$0 ,0,$507 ,11,0.00%,$0 ,0,177,7,13,47
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,"$1,030 ",64,($119),-7,$0 ,0,$838 ,52,0.00%,$0 ,0,168,17,13,64
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$843 ,34,($80),-3,$0 ,0,$630 ,26,0.00%,$0 ,0,105,19,13,1
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$349 ,20,($70),-4,$0 ,0,$245 ,14,0.00%,$0 ,0,33,7,13,16
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$50 ,5,$0 ,0,$0 ,0,$49 ,5,0.00%,$0 ,0,35,3,13,37
